seed,decisionIndex,microturnClass,elapsedMs,previewBranch,candidateCount,encodedStateBuildCount,encodedStateCacheObjectHitCount,encodedStateCacheHashHitCount,encodedStateCacheMissCount,bytecodeCacheCompileCount,wasmScoreRowRouteCount,wasmScoreRowUnsupportedCount,wasmPreviewCandidateFeatureRowRouteCount,wasmPreviewCandidateFeatureRowUnsupportedCount,wasmProductionPreviewDriveBatchCount,tokenStateIndexBuildCount,persistentTokenStateIndexCacheHitCount,persistentTokenStateIndexCacheMissCount,persistentTokenStateIndexCacheWriteCount,zobristKeyCacheHitCount,zobristKeyCacheMissCount,staticRebuildCount,seatId,profileId,turnCount,turnId,decisionKind,previewCapClass,selectedStableMoveKey
1000,0,event,197.6948,singlePass,11,1,0,0,1,10,1,0,0,1,0,11,0,0,5,1586,15,3,us,us-baseline,0,0,actionSelection,standard256,"event|{""eventCardId"":""card-75"",""eventDeckId"":""fitl-events-initial-card-pack"",""side"":""shaded""}|false|event"
1000,1,rally,9.1532,singlePass,1,1,0,0,1,6,1,0,2,0,2,0,0,0,0,0,0,1,vc,vc-baseline,0,1,actionSelection,standard256,rally|{}|true|operation
1000,2,rally:chooseNStep:add,0.5786,none,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,1,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:add:""the-parrots-beak:none"""
1000,3,rally:chooseNStep:confirm,0.1329,none,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,1,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:confirm:null
1000,4,rally:chooseOne,0.1189,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,1,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.9.stages[1].effects.0.forEach.effects.1.let.in.0.if.then.0.if.else.0.chooseOne::$noBaseChoice[0]:""place-guerrilla"""
1000,5,march,6.6216,singlePass,1,1,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,vc,vc-baseline,0,2,actionSelection,standard256,march|{}|true|operation
1000,6,march:chooseNStep:add,0.0666,none,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,2,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.11.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:add:""kien-phong:none"""
1000,7,march:chooseNStep:confirm,0.0699,none,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,2,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.11.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:confirm:null
1000,8,march:chooseNStep:add,0.1019,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,2,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.11.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@kien-phong:none[0]:add:""tok_vc-guerrillas_226"""
1000,9,march:chooseNStep:confirm,0.0543,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vc,vc-baseline,0,2,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.11.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@kien-phong:none[0]:confirm:null
1000,10,event,59.2561,singlePass,10,1,0,0,1,0,1,0,0,1,0,0,0,0,6,3228,18,1,us,us-baseline,0,3,actionSelection,standard256,"event|{""eventCardId"":""card-112"",""eventDeckId"":""fitl-events-initial-card-pack"",""side"":""shaded""}|false|event"
1000,11,chooseNStep:chooseNStep:confirm,0.0465,none,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,us,us-baseline,0,3,chooseNStep,standard256,chooseNStep:decision:eventTarget:0:$targetProvince::$targetProvince:confirm:null
1000,12,rally,5.2661,singlePass,1,1,0,0,1,13,1,0,1,0,1,0,0,0,0,0,0,1,nva,nva-baseline,0,4,actionSelection,standard256,rally|{}|true|operation
1000,13,rally:chooseNStep:add,0.1252,none,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,4,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.8.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:add:""northeast-cambodia:none"""
1000,14,rally:chooseNStep:confirm,0.0536,none,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,4,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.8.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:confirm:null
1000,15,rally:chooseOne,0.0327,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,4,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.8.stages[1].effects.0.forEach.effects.1.let.in.0.if.then.0.if.else.0.chooseOne::$noBaseChoice[0]:""place-guerrilla"""
1000,16,rally:chooseOne,0.0416,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,4,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.8.stages[2].effects.0.if.then.0.if.else.0.chooseOne::$improveTrail:""no"""
1000,17,march,5.041,singlePass,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,nva,nva-baseline,0,5,actionSelection,standard256,march|{}|true|operation
1000,18,march:chooseNStep:add,0.0417,none,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,5,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.10.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:add:""pleiku-darlac:none"""
1000,19,march:chooseNStep:confirm,0.042,none,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,5,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.10.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:confirm:null
1000,20,march:chooseNStep:add,0.0361,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,5,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.10.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@pleiku-darlac:none[0]:add:""tok_nva-guerrillas_207"""
1000,21,march:chooseNStep:confirm,0.0735,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nva,nva-baseline,0,5,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.10.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@pleiku-darlac:none[0]:confirm:null
1000,22,govern,62.6207,singlePass,10,1,0,0,1,8,1,0,0,2,0,40,1,0,16,6520,66,1,arvn,arvn-evolved,0,6,actionSelection,standard256,govern|{}|false|specialActivity
1000,23,govern:chooseNStep:add,408.2578,continuedDeepening,8,73,39,0,73,0,0,0,0,0,0,364,0,0,0,128255,1,73,arvn,arvn-evolved,0,6,chooseNStep,deep1024,"chooseNStep:decision:doc.actionPipelines.20.stages[0].effects.0.if.else.0.if.else.0.chooseN::$targetSpaces:add:""an-loc:none"""
1000,24,govern:chooseNStep:confirm,217.6721,continuedDeepening,9,13,34,2,13,0,0,0,0,0,0,616,0,0,0,52450,0,13,arvn,arvn-evolved,0,6,chooseNStep,deep1024,chooseNStep:decision:doc.actionPipelines.20.stages[0].effects.0.if.else.0.if.else.0.chooseN::$targetSpaces:confirm:null
