seed,decisionIndex,microturnClass,elapsedMs,previewBranch,candidateCount,encodedStateBuildCount,encodedStateCacheObjectHitCount,encodedStateCacheHashHitCount,encodedStateCacheMissCount,bytecodeCacheCompileCount,wasmScoreRowRouteCount,wasmScoreRowUnsupportedCount,wasmPreviewCandidateFeatureRowRouteCount,wasmPreviewCandidateFeatureRowUnsupportedCount,wasmProductionPreviewDriveRouteCount,wasmProductionPreviewDriveUnsupportedCount,wasmProductionPreviewDriveUnsupportedReasons,wasmProductionPreviewDriveBatchCount,marshalingMs,executionMs,deserializationMs,wasmCallCount,wasmTimingBuckets,tokenStateIndexBuildCount,persistentTokenStateIndexCacheHitCount,persistentTokenStateIndexCacheMissCount,persistentTokenStateIndexCacheWriteCount,zobristKeyCacheHitCount,zobristKeyCacheMissCount,staticRebuildCount,hotPathBuckets,seatId,profileId,turnCount,turnId,decisionKind,previewCapClass,selectedStableMoveKey
1000,0,event,211.7066,singlePass,11,1,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,[],18,0,0,5,1586,15,3,"[{""key"":""tokenStateIndex:refreshCachedEntries"",""count"":117,""totalMs"":3.1948},{""key"":""evalQuery:applyTokenFilter"",""count"":97,""totalMs"":1.2063},{""key"":""tokenStateIndex:build"",""count"":18,""totalMs"":0.8194},{""key"":""zobrist:digestDecisionStackFrame"",""count"":6,""totalMs"":0.5266},{""key"":""zobrist:encodeDecisionStackFrame"",""count"":6,""totalMs"":0.494},{""key"":""evalQuery:countMatchingTokens"",""count"":560,""totalMs"":0.3468},{""key"":""evalQuery:applyTokenFilterCacheHit"",""count"":171,""totalMs"":0},{""key"":""evalQuery:applyTokenFilterCompiled"",""count"":64,""totalMs"":0},{""key"":""evalQuery:countMatchingTokensCacheHit"",""count"":8383,""totalMs"":0},{""key"":""evalQuery:countMatchingTokensCompiled"",""count"":498,""totalMs"":0},{""key"":""evalQuery:countMatchingTokensFilteredItems"",""count"":14247,""totalMs"":0},{""key"":""tokenStateIndex:getCacheHit"",""count"":113,""totalMs"":0},{""key"":""tokenStateIndex:getCacheMiss"",""count"":18,""totalMs"":0},{""key"":""zobrist:decisionStackFrameEncodedChars"",""count"":62056,""totalMs"":0},{""key"":""zobrist:decisionStackFrameRunLocalCacheMiss"",""count"":6,""totalMs"":0}]",us,us-baseline,0,0,actionSelection,standard256,"event|{""eventCardId"":""card-75"",""eventDeckId"":""fitl-events-initial-card-pack"",""side"":""shaded""}|false|event"
1000,1,rally,8.9829,singlePass,1,0,0,1,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,"[{""key"":""tokenStateIndex:refreshCachedEntries"",""count"":14,""totalMs"":0.2567},{""key"":""evalQuery:applyTokenFilter"",""count"":14,""totalMs"":0.232},{""key"":""evalQuery:countMatchingTokens"",""count"":40,""totalMs"":0.0515},{""key"":""evalQuery:countMatchingTokensCacheHit"",""count"":471,""totalMs"":0},{""key"":""evalQuery:countMatchingTokensFilteredItems"",""count"":886,""totalMs"":0},{""key"":""tokenStateIndex:getCacheHit"",""count"":14,""totalMs"":0}]",vc,vc-baseline,0,1,actionSelection,standard256,rally|{}|true|operation
1000,2,rally:chooseNStep:add,0.6694,none,4,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,1,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:add:""the-parrots-beak:none"""
1000,3,rally:chooseNStep:confirm,0.1115,none,5,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,1,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:confirm:null
1000,4,rally:chooseOne,0.1384,none,1,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,1,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.9.stages[1].effects.0.forEach.effects.1.let.in.0.if.then.0.if.else.0.chooseOne::$noBaseChoice[0]:""place-guerrilla"""
1000,5,march,80.9117,singlePass,1,1,0,0,1,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,2,0,1,"[{""key"":""evalQuery:countMatchingTokens"",""count"":38086,""totalMs"":43.8679},{""key"":""evalQuery:applyTokenFilter"",""count"":204,""totalMs"":1.3374},{""key"":""tokenStateIndex:refreshCachedEntries"",""count"":38,""totalMs"":0.7078},{""key"":""zobrist:digestDecisionStackFrame"",""count"":2,""totalMs"":0.1414},{""key"":""zobrist:encodeDecisionStackFrame"",""count"":2,""totalMs"":0.1331},{""key"":""evalQuery:countMatchingTokensCacheHit"",""count"":461,""totalMs"":0},{""key"":""evalQuery:countMatchingTokensCompiled"",""count"":10,""totalMs"":0},{""key"":""evalQuery:countMatchingTokensFilteredItems"",""count"":83136,""totalMs"":0},{""key"":""tokenStateIndex:getCacheHit"",""count"":84514,""totalMs"":0},{""key"":""zobrist:decisionStackFrameEncodedChars"",""count"":16828,""totalMs"":0},{""key"":""zobrist:decisionStackFrameRunLocalCacheMiss"",""count"":2,""totalMs"":0}]",vc,vc-baseline,0,2,actionSelection,standard256,march|{}|true|operation
1000,6,march:chooseNStep:add,0.0854,none,6,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,2,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.11.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:add:""kien-phong:none"""
1000,7,march:chooseNStep:confirm,0.0536,none,7,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,2,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.11.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:confirm:null
1000,8,march:chooseNStep:add,0.1299,none,1,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,2,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.11.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@kien-phong:none[0]:add:""tok_vc-guerrillas_226"""
1000,9,march:chooseNStep:confirm,0.0557,none,2,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,0,0,0,0,0,[],vc,vc-baseline,0,2,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.11.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@kien-phong:none[0]:confirm:null
